Time,Latitude,Longitude,Depth(km),Magnitude,Location
2022-02-16T21:21:11.849Z,38.94,20.58,10.0,4.3,"15 km W of Préveza, Greece"
2022-02-16T20:21:06.737Z,-23.77,180.0,535.0,6.8,south of the Fiji Islands
2022-02-16T20:00:13.310Z,-60.23,-24.69,10.0,4.3,South Sandwich Islands region
2022-02-16T19:23:59.308Z,53.15,-166.69,41.64,3.3,"80 km S of Unalaska, Alaska"
2022-02-16T19:16:24.141Z,8.09,91.91,10.0,4.7,"Nicobar Islands, India region"
2022-02-16T18:50:50.409Z,-5.5,146.36,149.93,4.1,"70 km ESE of Madang, Papua New Guinea"
2022-02-16T18:49:57.724Z,-64.93,177.4,10.0,4.6,Balleny Islands region
2022-02-16T18:36:36.450Z,26.86,126.53,10.0,4.3,"135 km WNW of Naha, Japan"
2022-02-16T18:09:35.771Z,26.79,126.45,10.0,4.2,"138 km WNW of Naha, Japan"
2022-02-16T18:09:06.957Z,-41.9,85.06,10.0,4.4,southeast Indian Ridge
2022-02-16T18:02:11.273Z,1.62,30.81,10.0,4.3,"55 km W of Kigorobya, Uganda"
2022-02-16T17:38:27.219Z,38.98,20.59,10.0,4.3,"13 km W of Préveza, Greece"
2022-02-16T17:28:07.350Z,19.36,-155.47,8.57,3.01,"17 km N of P?hala, Hawaii"
2022-02-16T17:18:21.670Z,34.41,-119.14,16.1,2.74,"10km NW of Santa Paula, CA"
2022-02-16T16:33:42.551Z,53.15,-165.62,35.0,2.6,"101 km SE of Unalaska, Alaska"
2022-02-16T16:02:56.110Z,-31.45,-178.12,35.0,4.4,Kermadec Islands region
2022-02-16T15:52:27.017Z,53.03,-168.15,115.8,3.3,"48 km ENE of Nikolski, Alaska"
2022-02-16T15:18:45.144Z,11.68,144.39,10.0,4.5,south of the Mariana Islands
2022-02-16T14:58:49.366Z,50.93,-170.14,10.0,3.7,"239 km SSW of Nikolski, Alaska"
2022-02-16T14:50:43.480Z,17.98,-67.0,10.2,2.84,"4 km E of La Parguera, Puerto Rico"
2022-02-16T14:22:43.218Z,52.87,-170.08,235.68,3.2,"82 km W of Nikolski, Alaska"
2022-02-16T14:21:25.120Z,37.73,-122.12,6.0,2.91,"3km ENE of San Leandro, CA"
2022-02-16T14:05:15.640Z,18.86,-155.22,9.82,2.8,"44 km ESE of Naalehu, Hawaii"
2022-02-16T13:23:09.984Z,53.52,-164.79,35.0,2.7,"94 km SE of Akutan, Alaska"
2022-02-16T13:05:00.999Z,56.31,-149.88,10.0,3.0,"205 km SE of Chiniak, Alaska"
2022-02-16T12:47:15.275Z,56.11,-149.82,10.0,4.3,"224 km SE of Chiniak, Alaska"
2022-02-16T12:46:07.440Z,35.7,-121.15,6.32,2.94,"8km NNE of San Simeon, CA"
2022-02-16T12:39:47.667Z,55.61,-159.29,79.1,2.8,"35 km SSE of Ivanof Bay, Alaska"
2022-02-16T12:32:35.030Z,17.98,-66.95,8.57,2.89,"4 km WSW of Fuig, Puerto Rico"
2022-02-16T12:32:15.435Z,-26.46,27.29,5.0,4.2,"15 km SW of Carletonville, South Africa"
2022-02-16T12:23:54.240Z,17.82,-66.83,9.72,2.52,"18 km SSE of Maria Antonia, Puerto Rico"
2022-02-16T12:10:59.580Z,36.85,-121.55,7.0,3.09,"1km W of San Juan Bautista, CA"
2022-02-16T11:50:41.180Z,17.97,-66.85,17.04,2.53,Puerto Rico region
2022-02-16T11:48:46.631Z,54.92,-156.88,17.1,3.3,"180 km SSE of Chignik, Alaska"
2022-02-16T11:42:02.489Z,56.04,-152.98,32.8,2.9,"124 km SE of Akhiok, Alaska"
2022-02-16T10:36:48.600Z,40.35,-124.32,28.29,2.53,"4km NW of Petrolia, CA"
2022-02-16T10:29:35.422Z,12.56,125.21,35.0,4.5,"4 km N of Cabatuan, Philippines"
2022-02-16T09:56:07.145Z,12.56,-86.88,172.05,4.6,"4 km NW of Telica, Nicaragua"
2022-02-16T09:50:11.168Z,26.82,126.62,10.0,4.4,"Ryukyu Islands, Japan"
2022-02-16T09:33:01.600Z,17.94,-66.85,10.76,3.05,"6 km SE of Maria Antonia, Puerto Rico"
2022-02-16T09:28:43.680Z,-20.76,-175.44,10.0,5.0,"48 km NNW of Nuku‘alofa, Tonga"
2022-02-16T08:48:29.193Z,48.34,154.35,66.29,4.2,Kuril Islands
2022-02-16T07:56:32.843Z,14.07,-91.42,70.34,4.1,"19 km SW of Nueva Concepción, Guatemala"
2022-02-16T07:50:14.394Z,14.15,-91.42,73.24,4.5,"14 km WSW of Nueva Concepción, Guatemala"
2022-02-16T07:12:22.847Z,14.15,-91.4,60.0,6.2,"12 km WSW of Nueva Concepción, Guatemala"
2022-02-16T07:10:28.535Z,-25.04,-176.89,83.35,5.0,south of the Fiji Islands
2022-02-16T07:03:00.834Z,-3.68,101.46,47.48,4.1,"90 km W of Bengkulu, Indonesia"
2022-02-16T06:44:09.387Z,56.23,-157.92,63.6,3.2,"30 km ESE of Chignik, Alaska"
2022-02-16T06:41:57.240Z,19.21,-155.39,31.98,2.75,"8 km E of P?hala, Hawaii"
2022-02-16T06:35:15.781Z,-29.29,-178.72,297.05,4.4,"Kermadec Islands, New Zealand"
2022-02-16T06:08:04.798Z,-19.24,-70.15,48.79,4.0,"85 km S of Arica, Chile"
2022-02-16T05:41:57.391Z,23.85,121.55,10.0,4.5,"14 km SSW of Hualien City, Taiwan"
2022-02-16T05:39:36.100Z,-58.34,-25.53,31.0,5.5,South Sandwich Islands region
2022-02-16T05:38:15.249Z,36.24,73.22,62.14,4.4,"49 km W of Gahkuch, Pakistan"
2022-02-16T04:43:57.045Z,-28.72,-176.72,10.0,4.6,Kermadec Islands region
2022-02-16T04:39:25.200Z,18.79,-68.63,100.0,3.7,"16 km NNE of Otra Banda, Dominican Republic"
2022-02-16T04:39:18.237Z,27.35,55.63,10.0,4.1,"67 km WNW of Bandar Abbas, Iran"
2022-02-16T04:32:38.527Z,32.35,-16.91,11.68,4.9,"Madeira Islands, Portugal region"
2022-02-16T04:23:17.246Z,51.98,178.2,10.0,2.6,"Rat Islands, Aleutian Islands, Alaska"
2022-02-16T04:13:35.150Z,51.08,-170.31,10.0,2.9,"229 km SSW of Nikolski, Alaska"
2022-02-16T03:12:47.468Z,26.67,126.55,10.0,4.7,"123 km WNW of Naha, Japan"
2022-02-16T03:00:33.364Z,-7.11,128.82,10.0,4.4,"254 km NE of Lospalos, Timor Leste"
2022-02-16T02:46:49.453Z,-0.04,123.95,96.44,4.6,"117 km ESE of Gorontalo, Indonesia"
2022-02-16T02:34:16.318Z,-8.2,119.81,181.48,4.1,"33 km NNW of Labuan Bajo, Indonesia"
2022-02-16T02:27:26.390Z,31.09,-103.22,4.49,2.5,"22 km SW of Coyanosa, Texas"
2022-02-16T02:10:03.750Z,40.62,-122.43,21.87,2.71,"6km ENE of Shasta, CA"
2022-02-16T02:09:03.266Z,27.58,56.16,10.0,4.3,"45 km NNW of Bandar Abbas, Iran"
2022-02-16T01:37:18.883Z,-3.82,152.19,10.0,4.2,"42 km N of Rabaul, Papua New Guinea"
2022-02-16T01:35:29.473Z,-18.69,168.88,155.03,4.6,"103 km NNW of Isangel, Vanuatu"
2022-02-16T01:16:32.520Z,36.92,-121.67,10.6,2.54,"4km NW of Aromas, CA"
2022-02-16T00:49:28.901Z,27.33,55.56,10.0,4.3,"73 km WNW of Bandar Abbas, Iran"
2022-02-16T00:03:21.142Z,53.72,-166.19,74.76,3.1,"28 km SE of Unalaska, Alaska"
2022-02-15T23:45:48.859Z,-5.56,150.4,125.56,4.6,"28 km E of Kimbe, Papua New Guinea"
2022-02-15T23:31:04.556Z,-12.55,166.45,35.0,4.3,"189 km NW of Sola, Vanuatu"
2022-02-15T22:28:19.831Z,-21.6,-179.18,598.08,4.4,Fiji region
2022-02-15T21:35:58.537Z,38.18,-117.78,7.2,2.6,"37 km SE of Mina, Nevada"
2022-02-15T21:16:24.065Z,38.18,-117.78,4.1,4.7,"36 km SE of Mina, Nevada"
2022-02-15T19:43:07.466Z,56.13,-153.2,3.5,3.0,"108 km SSE of Akhiok, Alaska"
2022-02-15T19:19:11.902Z,13.08,-89.68,58.51,4.4,"59 km SSE of Acajutla, El Salvador"
2022-02-15T18:15:17.121Z,-58.41,-25.56,71.51,5.1,South Sandwich Islands region
2022-02-15T17:58:08.010Z,37.76,142.13,6.15,4.3,"102 km SE of Ishinomaki, Japan"
2022-02-15T17:43:35.060Z,56.05,-149.22,10.0,2.8,"255 km SE of Chiniak, Alaska"
2022-02-15T17:17:04.113Z,53.7,-164.59,35.0,2.6,"Unimak Island region, Alaska"
2022-02-15T17:14:18.209Z,31.88,-101.74,8.56,2.9,"24 km W of Garden City, Texas"
2022-02-15T17:03:20.979Z,51.35,-179.43,28.01,2.9,"202 km WSW of Adak, Alaska"
2022-02-15T16:55:04.830Z,18.93,-65.03,10.72,2.99,"66 km N of Charlotte Amalie, U.S. Virgin Islands"
2022-02-15T16:24:57.450Z,38.33,22.14,10.0,4.6,"10 km N of Témeni, Greece"
2022-02-15T16:08:02.045Z,-8.08,-13.56,10.0,4.7,"95 km E of Georgetown, Saint Helena"
2022-02-15T16:05:02.085Z,11.61,143.05,10.0,4.5,"254 km SW of Merizo Village, Guam"
2022-02-15T15:57:56.351Z,52.64,173.08,47.62,4.3,"24 km SSW of Attu Station, Alaska"
2022-02-15T15:52:59.087Z,-18.31,-177.99,569.51,4.2,"286 km E of Levuka, Fiji"
2022-02-15T15:17:14.848Z,20.1,122.29,10.0,4.2,"51 km SE of Basco, Philippines"
2022-02-15T14:52:09.810Z,19.18,-64.54,51.0,3.53,"98 km NNE of Cruz Bay, U.S. Virgin Islands"
2022-02-15T14:48:00.099Z,58.13,-142.68,10.0,2.5,"232 km SW of Yakutat, Alaska"
2022-02-15T13:33:15.686Z,11.8,144.39,10.0,4.5,"165 km S of Merizo Village, Guam"
2022-02-15T13:05:38.488Z,1.39,96.96,10.0,4.5,"135 km SW of Singkil, Indonesia"
2022-02-15T12:24:06.070Z,54.37,-159.9,10.0,3.1,"113 km SSE of Sand Point, Alaska"
2022-02-15T12:20:15.423Z,54.37,-159.8,10.0,3.2,"116 km SSE of Sand Point, Alaska"
2022-02-15T12:13:59.504Z,18.61,146.59,71.75,4.3,"Pagan region, Northern Mariana Islands"
2022-02-15T12:09:26.354Z,-26.44,27.56,5.0,4.4,"8 km NE of Fochville, South Africa"
2022-02-15T11:32:39.031Z,43.64,83.91,10.0,4.2,"58 km ENE of Xinyuan, China"
2022-02-15T11:30:32.860Z,17.96,-66.94,7.41,2.55,"3 km WSW of Guánica, Puerto Rico"
2022-02-15T10:07:32.810Z,18.05,-66.83,18.91,2.5,"2 km NE of Yauco, Puerto Rico"
2022-02-15T09:54:01.788Z,-18.96,-177.79,441.98,4.2,Fiji region
2022-02-15T08:43:57.051Z,63.02,-150.67,104.7,3.2,"58 km N of Petersville, Alaska"
2022-02-15T08:07:42.659Z,29.04,-97.55,6.24,2.5,"8 km NNW of Yorktown, Texas"
2022-02-15T08:03:00.157Z,16.77,-61.34,46.8,5.0,"37 km NNE of Anse-Bertrand, Guadeloupe"
2022-02-15T07:01:18.349Z,52.02,-176.16,134.49,3.3,"36 km ENE of Adak, Alaska"
2022-02-15T06:21:03.009Z,62.92,-150.94,105.1,3.0,"48 km N of Petersville, Alaska"
2022-02-15T06:10:23.750Z,18.93,-64.44,58.0,3.85,"76 km NNE of Cruz Bay, U.S. Virgin Islands"
2022-02-15T06:07:26.779Z,54.67,-156.85,4.3,3.1,"200 km SE of Perryville, Alaska"
2022-02-15T05:53:44.643Z,45.88,-73.58,9.15,2.7,"8 km WNW of L'Épiphanie, Canada"
2022-02-15T05:34:54.330Z,38.16,-117.89,10.2,3.4,"31 km SE of Mina, Nevada"
2022-02-15T05:07:21.150Z,18.05,-67.01,22.75,2.88,"5 km E of Lajas, Puerto Rico"
2022-02-15T05:01:51.757Z,14.27,-93.14,10.0,4.6,"91 km WSW of Puerto Madero, Mexico"
2022-02-15T05:01:48.796Z,51.23,93.23,10.0,4.9,"35 km WNW of Khovu-Aksy, Russia"
2022-02-15T04:55:29.170Z,-36.94,-71.92,102.01,4.3,"35 km SSW of Coihueco, Chile"
2022-02-15T04:20:46.797Z,-6.35,129.45,165.41,4.5,Banda Sea
2022-02-15T03:55:49.037Z,18.35,145.68,188.28,4.5,"Pagan region, Northern Mariana Islands"
2022-02-15T02:38:16.281Z,-55.67,-144.4,10.0,4.7,Pacific-Antarctic Ridge
2022-02-15T02:12:18.679Z,5.35,126.09,81.03,4.2,"69 km E of Sarangani, Philippines"
2022-02-15T02:08:39.550Z,18.02,-66.87,15.61,2.74,"0 km NE of Palomas, Puerto Rico"
2022-02-15T02:05:44.211Z,41.22,83.3,10.0,4.1,"63 km SSE of Kuqa, China"
2022-02-15T02:03:54.595Z,73.66,136.94,10.0,4.2,"New Siberian Islands, Sakha, Russia"
2022-02-15T02:02:28.550Z,33.61,-111.13,10.0,2.5,"6 km S of Roosevelt, Arizona"
2022-02-15T01:37:52.069Z,-17.08,179.24,10.0,4.4,"73 km S of Labasa, Fiji"
2022-02-15T01:33:48.876Z,63.3,-145.41,3.4,2.8,"25 km NNE of Paxson, Alaska"
2022-02-15T01:16:48.088Z,56.07,-153.14,6.2,3.1,"116 km SSE of Akhiok, Alaska"
2022-02-14T23:56:27.331Z,-8.48,134.84,10.0,4.8,Arafura Sea
2022-02-14T23:29:28.209Z,32.06,-102.24,8.44,3.2,"14 km ENE of Gardendale, Texas"
2022-02-14T23:26:27.110Z,19.07,-67.24,10.0,3.59,"66 km NNW of San Antonio, Puerto Rico"
2022-02-14T23:17:50.685Z,31.67,-104.42,7.24,2.8,"55 km S of Whites City, New Mexico"
2022-02-14T23:04:04.333Z,13.63,-89.86,110.83,4.3,"5 km NW of Acajutla, El Salvador"
2022-02-14T22:51:19.396Z,-25.48,178.55,579.58,4.4,south of the Fiji Islands
2022-02-14T22:09:22.900Z,45.84,-106.69,0.0,3.2,"7 km SW of Colstrip, Montana"
2022-02-14T22:09:17.954Z,54.67,-156.78,20.6,2.9,"204 km SE of Perryville, Alaska"
2022-02-14T21:53:04.036Z,70.82,-14.1,10.0,4.7,"197 km W of Olonkinbyen, Svalbard and Jan Mayen"
2022-02-14T21:39:32.068Z,55.88,-153.25,24.4,3.1,"131 km SSE of Akhiok, Alaska"
2022-02-14T21:32:04.347Z,70.76,-13.97,10.0,4.3,"193 km W of Olonkinbyen, Svalbard and Jan Mayen"
2022-02-14T21:10:54.428Z,-3.42,130.99,10.0,4.3,"230 km E of Amahai, Indonesia"
2022-02-14T21:05:13.566Z,43.75,-105.41,0.0,3.4,"6 km E of Wright, Wyoming"
2022-02-14T20:39:16.747Z,54.89,-156.86,7.4,3.9,"184 km SE of Perryville, Alaska"
2022-02-14T20:28:21.244Z,70.71,-14.39,10.0,5.7,"209 km W of Olonkinbyen, Svalbard and Jan Mayen"
2022-02-14T20:22:33.646Z,-8.81,127.25,10.0,4.4,"41 km SE of Lospalos, Timor Leste"
2022-02-14T20:05:54.344Z,54.58,-161.15,35.0,3.9,"91 km SE of King Cove, Alaska"
2022-02-14T20:02:22.230Z,-18.28,-172.16,10.0,4.5,"196 km ENE of Neiafu, Tonga"
2022-02-14T19:48:32.341Z,60.67,-152.02,82.2,2.6,"38 km W of Salamatof, Alaska"
2022-02-14T19:45:36.153Z,54.49,-163.27,14.35,2.9,"41 km SSE of False Pass, Alaska"
2022-02-14T19:17:40.887Z,28.84,130.15,39.96,4.7,"Ryukyu Islands, Japan"
2022-02-14T18:12:19.897Z,60.6,-147.61,7.6,2.9,"58 km WSW of Tatitlek, Alaska"
2022-02-14T17:53:00.619Z,31.62,-104.11,6.13,2.8,"45 km NW of Toyah, Texas"
2022-02-14T17:32:11.462Z,3.37,-83.04,10.0,4.6,off the coast of Central America
2022-02-14T17:10:35.408Z,3.53,-82.85,10.0,4.3,south of Panama
2022-02-14T17:03:15.841Z,-8.93,-108.33,10.0,4.6,central East Pacific Rise
2022-02-14T16:50:36.584Z,-8.76,-108.88,10.0,4.5,central East Pacific Rise
2022-02-14T16:44:33.943Z,42.36,80.29,10.0,4.4,"113 km SE of Kegen, Kazakhstan"
2022-02-14T16:41:35.260Z,34.39,-118.64,3.23,3.17,"10km SW of Valencia, CA"
2022-02-14T16:11:32.088Z,-7.78,118.56,10.0,4.4,"77 km NNW of Bima, Indonesia"
2022-02-14T15:57:25.658Z,53.81,-164.05,54.0,2.5,"119 km ESE of Akutan, Alaska"
2022-02-14T15:48:16.474Z,-20.86,-175.35,10.0,4.5,Tonga
2022-02-14T15:14:09.902Z,11.78,144.43,10.0,4.5,"166 km S of Merizo Village, Guam"
2022-02-14T14:36:48.040Z,17.97,-66.95,7.66,2.67,"4 km SW of Fuig, Puerto Rico"
2022-02-14T13:46:44.129Z,18.83,-156.8,35.0,3.8,"112 km WSW of Hawaiian Ocean View, Hawaii"
2022-02-14T13:38:36.686Z,-5.64,154.71,93.24,4.5,"114 km NW of Panguna, Papua New Guinea"
2022-02-14T13:37:49.771Z,35.87,140.58,44.97,4.5,"3 km WNW of Omigawa, Japan"
2022-02-14T13:30:24.106Z,1.79,127.46,121.84,4.0,"61 km W of Tobelo, Indonesia"
2022-02-14T13:28:03.200Z,-16.88,179.0,10.0,4.2,"63 km SW of Labasa, Fiji"
2022-02-14T13:05:46.856Z,52.48,-168.19,32.66,3.8,"68 km SE of Nikolski, Alaska"
2022-02-14T12:46:09.265Z,-16.8,179.0,10.0,4.4,"56 km SW of Labasa, Fiji"
2022-02-14T12:15:18.762Z,1.93,127.68,130.86,4.4,"42 km WNW of Tobelo, Indonesia"
2022-02-14T12:11:38.570Z,18.74,-67.66,60.16,3.12,"61 km NW of Rincón, Puerto Rico"
2022-02-14T11:40:35.488Z,13.16,-90.38,54.15,4.3,"76 km SW of Acajutla, El Salvador"
2022-02-14T11:09:59.050Z,35.66,-117.53,9.5,2.63,"14km ENE of Ridgecrest, CA"
2022-02-14T10:41:43.290Z,18.24,-67.4,83.74,2.94,"18 km WSW of Stella, Puerto Rico"
2022-02-14T09:43:42.877Z,51.62,-176.33,52.53,3.3,"35 km SE of Adak, Alaska"
2022-02-14T09:17:38.513Z,-10.55,166.15,174.22,4.1,"43 km ENE of Lata, Solomon Islands"
2022-02-14T09:13:22.190Z,31.86,-116.18,15.44,3.36,"40km ENE of Maneadero, B.C., MX"
2022-02-14T08:53:08.470Z,31.86,-116.18,15.3,3.03,"40km ENE of Maneadero, B.C., MX"
2022-02-14T08:53:01.010Z,31.85,-116.18,16.42,2.93,"40km ENE of Maneadero, B.C., MX"
2022-02-14T08:52:44.869Z,54.59,-159.7,25.04,3.2,"97 km SSE of Sand Point, Alaska"
2022-02-14T08:44:24.980Z,31.85,-116.17,15.46,2.73,"41km ENE of Maneadero, B.C., MX"
2022-02-14T08:18:34.219Z,27.28,141.32,58.28,4.4,"Bonin Islands, Japan region"
2022-02-14T07:56:24.154Z,56.31,-156.52,44.7,2.7,Alaska Peninsula
2022-02-14T07:37:05.345Z,-4.52,139.14,10.0,4.5,"269 km SW of Abepura, Indonesia"
2022-02-14T07:23:34.282Z,-36.91,178.57,173.84,4.2,"166 km NE of Opotiki, New Zealand"
2022-02-14T06:49:23.147Z,60.4,-151.1,55.0,3.3,"9 km SSW of Soldotna, Alaska"
2022-02-14T06:48:37.493Z,54.67,-156.79,33.9,3.7,"203 km SE of Perryville, Alaska"
2022-02-14T06:41:27.169Z,54.64,-156.84,24.9,3.2,"204 km SE of Perryville, Alaska"
2022-02-14T06:33:10.867Z,54.69,-156.78,10.0,3.5,"202 km SE of Perryville, Alaska"
2022-02-14T06:29:23.390Z,11.82,144.41,10.0,4.6,"162 km S of Merizo Village, Guam"
2022-02-14T06:28:54.850Z,54.84,-157.09,42.7,2.9,"176 km SE of Perryville, Alaska"
2022-02-14T06:16:57.875Z,1.37,126.43,10.0,4.5,"124 km WNW of Ternate, Indonesia"
2022-02-14T05:28:00.633Z,0.56,30.23,10.0,4.9,"12 km SSW of Fort Portal, Uganda"
2022-02-14T05:22:17.699Z,-7.84,123.59,238.99,4.1,"173 km NNW of Pante Makasar, Timor Leste"
2022-02-14T04:04:51.026Z,-4.33,29.31,10.0,4.7,"41 km SSW of Rumonge, Burundi"
2022-02-14T03:43:10.621Z,-18.48,-177.65,632.77,4.2,Fiji region
2022-02-14T03:35:59.103Z,53.14,-166.73,24.59,4.0,"83 km S of Unalaska, Alaska"
2022-02-14T03:13:22.238Z,54.67,-156.73,33.0,2.5,"206 km SE of Perryville, Alaska"
2022-02-14T03:04:14.420Z,59.74,-153.16,104.6,3.1,"53 km E of Pedro Bay, Alaska"
2022-02-14T02:53:49.355Z,59.69,-153.56,127.0,2.8,"32 km ESE of Pedro Bay, Alaska"
2022-02-14T02:48:15.977Z,24.11,125.38,10.0,4.4,"77 km S of Hirara, Japan"
2022-02-14T02:05:53.080Z,11.8,144.42,10.0,4.6,"164 km S of Merizo Village, Guam"
2022-02-14T01:49:39.653Z,-17.07,-178.67,483.81,4.2,"220 km ESE of Labasa, Fiji"
2022-02-14T00:57:41.754Z,-20.84,173.57,10.0,4.6,Vanuatu region
2022-02-14T00:51:06.349Z,11.61,144.56,10.0,4.4,"183 km S of Merizo Village, Guam"
2022-02-13T23:44:17.340Z,31.71,-104.64,5.23,2.9,"57 km SSW of Whites City, New Mexico"
2022-02-13T23:41:34.401Z,-15.52,-175.21,287.21,4.1,"158 km WNW of Hihifo, Tonga"
2022-02-13T23:13:31.638Z,11.78,144.62,10.0,4.6,"164 km S of Merizo Village, Guam"
2022-02-13T22:55:52.810Z,54.66,-156.77,35.1,3.0,"205 km SE of Perryville, Alaska"
2022-02-13T22:38:44.822Z,-24.88,179.64,510.63,4.4,south of the Fiji Islands
2022-02-13T22:38:06.627Z,-24.43,179.97,448.51,4.1,south of the Fiji Islands
2022-02-13T22:31:49.945Z,54.7,-156.74,19.7,4.0,"203 km SE of Perryville, Alaska"
2022-02-13T22:28:48.206Z,54.68,-156.73,40.1,3.7,"205 km SE of Perryville, Alaska"
2022-02-13T22:28:02.037Z,54.69,-156.82,33.4,3.7,"200 km SE of Perryville, Alaska"
2022-02-13T22:25:41.059Z,54.71,-156.76,19.6,3.9,"202 km SE of Perryville, Alaska"
2022-02-13T22:25:13.194Z,11.73,144.76,10.0,4.7,"170 km S of Merizo Village, Guam"
2022-02-13T22:12:52.343Z,11.77,144.55,10.0,4.3,"165 km S of Merizo Village, Guam"
2022-02-13T22:09:18.578Z,11.82,144.35,10.0,4.7,"163 km SSW of Merizo Village, Guam"
2022-02-13T22:09:07.503Z,11.71,144.62,10.0,4.0,"171 km S of Merizo Village, Guam"
2022-02-13T22:08:54.582Z,11.66,144.63,10.0,4.4,"178 km S of Merizo Village, Guam"
2022-02-13T21:52:01.527Z,54.73,-156.84,33.0,2.6,"197 km SE of Perryville, Alaska"
2022-02-13T21:37:47.317Z,11.79,144.22,10.0,4.8,"170 km SSW of Merizo Village, Guam"
2022-02-13T21:24:46.329Z,11.95,144.24,10.0,4.4,"152 km SSW of Merizo Village, Guam"
2022-02-13T21:20:08.034Z,11.79,144.35,10.0,4.7,"167 km SSW of Merizo Village, Guam"
2022-02-13T21:18:15.210Z,17.94,-66.87,13.04,2.57,"4 km SSE of Maria Antonia, Puerto Rico"
2022-02-13T21:15:33.132Z,11.75,144.41,10.0,4.5,"170 km S of Merizo Village, Guam"
2022-02-13T21:10:51.084Z,54.38,-134.1,14.49,3.2,"122 km SW of Hydaburg, Alaska"
2022-02-13T21:09:20.182Z,11.75,144.44,10.0,4.5,"168 km S of Merizo Village, Guam"
2022-02-13T21:05:42.571Z,11.81,144.43,10.0,4.2,"162 km S of Merizo Village, Guam"
2022-02-13T21:03:42.163Z,11.86,144.42,10.0,4.5,"157 km S of Merizo Village, Guam"
2022-02-13T20:57:42.020Z,19.02,-155.31,6.69,3.32,"27 km SE of P?hala, Hawaii"
2022-02-13T20:55:43.562Z,11.89,144.34,10.0,4.5,"156 km SSW of Merizo Village, Guam"
2022-02-13T20:52:16.636Z,66.73,-135.77,22.01,3.8,"87 km SSW of Fort McPherson, Canada"
2022-02-13T20:49:42.415Z,11.73,144.45,10.0,5.3,"171 km S of Merizo Village, Guam"
2022-02-13T20:42:38.940Z,11.57,144.67,10.0,4.2,"187 km S of Merizo Village, Guam"
2022-02-13T20:41:26.122Z,11.74,144.44,10.0,4.6,"171 km S of Merizo Village, Guam"
2022-02-13T20:31:51.119Z,-6.93,127.09,395.56,4.3,"176 km N of Lospalos, Timor Leste"
2022-02-13T20:29:46.350Z,11.79,144.28,15.0,6.0,"168 km SSW of Merizo Village, Guam"
2022-02-13T20:28:07.863Z,-3.67,129.36,38.78,4.2,"61 km SE of Amahai, Indonesia"
2022-02-13T20:24:36.401Z,11.81,142.31,10.0,4.6,"298 km NE of Fais, Micronesia"
2022-02-13T20:17:58.587Z,31.67,-104.39,7.7,2.8,"56 km S of Whites City, New Mexico"
2022-02-13T20:16:45.164Z,43.52,-105.42,0.0,2.9,"26 km SSE of Wright, Wyoming"
2022-02-13T19:50:27.856Z,-33.91,-178.44,10.0,4.6,south of the Kermadec Islands
2022-02-13T19:24:58.672Z,30.18,131.03,30.64,4.5,"43 km ESE of Koseda, Japan"
2022-02-13T19:08:59.006Z,11.6,144.51,10.0,4.2,"184 km S of Merizo Village, Guam"
2022-02-13T19:06:12.465Z,43.79,-105.34,0.0,3.2,"12 km ENE of Wright, Wyoming"
2022-02-13T18:42:37.290Z,17.89,-65.63,107.58,3.03,"28 km SW of Esperanza, Puerto Rico"
2022-02-13T18:33:37.615Z,54.69,-156.69,11.9,3.0,"206 km SE of Perryville, Alaska"
2022-02-13T18:26:05.859Z,13.98,146.28,10.0,4.6,"130 km SSE of San Jose Village, Northern Mariana Islands"
2022-02-13T18:25:56.058Z,41.16,44.01,10.0,5.3,"18 km WSW of Metsavan, Armenia"
2022-02-13T18:18:55.080Z,-14.53,-177.82,10.0,4.7,"39 km SE of Alo, Wallis and Futuna"
2022-02-13T18:00:16.040Z,56.49,-149.31,10.0,2.8,"219 km SE of Chiniak, Alaska"
2022-02-13T17:53:34.841Z,56.45,-149.2,10.0,3.3,"227 km SE of Chiniak, Alaska"
2022-02-13T16:32:40.086Z,-18.49,-175.07,225.47,4.8,"115 km W of Neiafu, Tonga"
2022-02-13T16:28:35.445Z,0.56,30.22,10.0,4.7,"12 km SSW of Fort Portal, Uganda"
2022-02-13T16:14:36.350Z,7.26,94.29,10.0,4.5,"189 km NW of Sabang, Indonesia"
2022-02-13T16:10:37.938Z,-21.43,168.64,10.0,4.3,"79 km E of Tadine, New Caledonia"
2022-02-13T16:03:51.540Z,17.95,-66.84,15.61,2.93,"5 km SSW of Indios, Puerto Rico"
2022-02-13T15:38:10.270Z,-56.3,-26.31,35.0,4.7,South Sandwich Islands region
2022-02-13T15:34:53.483Z,31.67,-104.39,7.6,3.5,"56 km S of Whites City, New Mexico"
2022-02-13T15:19:25.802Z,57.38,-33.23,10.0,4.1,Reykjanes Ridge
2022-02-13T15:14:33.413Z,31.67,-104.39,7.47,2.5,"55 km S of Whites City, New Mexico"
2022-02-13T15:00:15.296Z,23.44,126.21,10.0,4.1,"176 km SSE of Hirara, Japan"
2022-02-13T14:48:02.050Z,-21.06,173.54,10.0,5.4,Vanuatu region
2022-02-13T14:31:50.560Z,31.66,-104.39,5.13,2.7,"56 km S of Whites City, New Mexico"
2022-02-13T14:31:18.476Z,-44.08,168.73,3.81,4.3,"76 km NNW of Wanaka, New Zealand"
2022-02-13T14:14:04.732Z,52.77,-166.71,4.9,2.5,"123 km S of Unalaska, Alaska"
